1 	0.44 	0.08 	0.00
2 	0.43 	0.08 	0.00
3 	0.43 	0.08 	0.00
4 	0.44 	0.08 	0.00
5 	0.44 	0.07 	0.01
6 	0.43 	0.08 	0.00
7 	0.43 	0.07 	0.01
8 	0.43 	0.08 	0.00
9 	0.43 	0.07 	0.01
10 	0.44 	0.08 	0.01
11 	0.43 	0.07 	0.01
12 	0.43 	0.07 	0.01
13 	0.43 	0.08 	0.00
14 	0.44 	0.07 	0.01
15 	0.43 	0.07 	0.01
16 	0.43 	0.08 	0.00
17 	0.43 	0.08 	0.01
18 	0.42 	0.07 	0.01
19 	0.44 	0.07 	0.01
20 	0.44 	0.08 	0.00
21 	0.42 	0.08 	0.00
22 	0.43 	0.08 	0.00
23 	0.43 	0.07 	0.01
24 	0.42 	0.08 	0.00
25 	0.44 	0.09 	0.00
26 	0.43 	0.07 	0.01
27 	0.42 	0.07 	0.01
28 	0.43 	0.08 	0.00
29 	0.44 	0.08 	0.01
30 	0.41 	0.08 	0.00
31 	0.43 	0.08 	0.01
32 	0.47 	0.08 	0.00
33 	0.46 	0.08 	0.00
34 	0.44 	0.08 	0.00
35 	0.45 	0.09 	0.00
36 	0.43 	0.08 	0.00
37 	0.44 	0.08 	0.00
38 	0.44 	0.07 	0.01
39 	0.44 	0.07 	0.01
40 	0.43 	0.08 	0.00
41 	0.43 	0.08 	0.01
42 	0.43 	0.08 	0.00
43 	0.42 	0.08 	0.00
44 	0.43 	0.08 	0.01
45 	0.43 	0.08 	0.00
46 	0.43 	0.08 	0.00
47 	0.43 	0.08 	0.00
48 	0.42 	0.08 	0.00
49 	0.43 	0.08 	0.00
50 	0.43 	0.08 	0.00
51 	0.43 	0.08 	0.00
52 	0.42 	0.08 	0.00
53 	0.44 	0.08 	0.01
54 	0.43 	0.08 	0.00
55 	0.43 	0.08 	0.00
56 	0.43 	0.07 	0.02
57 	0.44 	0.08 	0.00
58 	0.44 	0.08 	0.00
59 	0.43 	0.07 	0.01
60 	0.43 	0.08 	0.01
61 	0.43 	0.08 	0.01
62 	0.43 	0.08 	0.01
63 	0.44 	0.07 	0.02
64 	0.43 	0.07 	0.01
65 	0.43 	0.07 	0.01
66 	0.43 	0.08 	0.01
67 	0.43 	0.07 	0.01
68 	0.43 	0.08 	0.01
69 	0.43 	0.08 	0.00
70 	0.43 	0.07 	0.01
71 	0.42 	0.08 	0.01
72 	0.43 	0.08 	0.01
73 	0.44 	0.07 	0.02
74 	0.42 	0.07 	0.01
75 	0.43 	0.08 	0.01
76 	0.44 	0.08 	0.00
77 	0.42 	0.08 	0.00
78 	0.43 	0.08 	0.00
79 	0.45 	0.07 	0.01
80 	0.43 	0.08 	0.00
81 	0.43 	0.08 	0.01
82 	0.43 	0.08 	0.00
83 	0.43 	0.08 	0.00
84 	0.44 	0.08 	0.00
85 	0.43 	0.08 	0.00
86 	0.43 	0.08 	0.00
87 	0.43 	0.08 	0.00
88 	0.43 	0.08 	0.00
89 	0.43 	0.07 	0.01
90 	0.44 	0.07 	0.01
91 	0.44 	0.08 	0.00
92 	0.43 	0.07 	0.00
93 	0.43 	0.08 	0.00
94 	0.43 	0.08 	0.00
95 	0.43 	0.08 	0.00
96 	0.42 	0.08 	0.00
97 	0.43 	0.08 	0.00
98 	0.43 	0.07 	0.01
99 	0.42 	0.07 	0.01
100 	0.44 	0.08 	0.01
101 	0.43 	0.08 	0.01
102 	0.41 	0.08 	0.00
103 	0.44 	0.08 	0.00
104 	0.43 	0.08 	0.00
105 	0.42 	0.07 	0.02
106 	0.43 	0.08 	0.00
107 	0.44 	0.08 	0.01
108 	0.42 	0.07 	0.01
109 	0.44 	0.07 	0.01
110 	0.43 	0.07 	0.00
111 	0.42 	0.08 	0.00
112 	0.43 	0.08 	0.00
113 	0.44 	0.08 	0.01
114 	0.43 	0.08 	0.00
115 	0.43 	0.07 	0.01
116 	0.46 	0.08 	0.00
117 	0.46 	0.08 	0.00
118 	0.44 	0.07 	0.01
119 	0.43 	0.08 	0.00
120 	0.44 	0.08 	0.01
121 	0.43 	0.07 	0.01
122 	0.44 	0.08 	0.01
123 	0.44 	0.08 	0.00
124 	0.41 	0.07 	0.01
125 	0.43 	0.07 	0.01
126 	0.43 	0.07 	0.01
127 	0.42 	0.07 	0.01
128 	0.43 	0.08 	0.00
129 	0.44 	0.08 	0.00
130 	0.42 	0.06 	0.02
131 	0.43 	0.07 	0.01
132 	0.44 	0.08 	0.00
133 	0.44 	0.07 	0.01
134 	0.44 	0.08 	0.00
135 	0.43 	0.08 	0.01
136 	0.44 	0.09 	0.00
137 	0.43 	0.07 	0.01
138 	0.44 	0.08 	0.00
139 	0.44 	0.08 	0.00
140 	0.43 	0.07 	0.01
141 	0.43 	0.08 	0.00
142 	0.44 	0.08 	0.00
143 	0.43 	0.08 	0.00
144 	0.44 	0.07 	0.01
145 	0.43 	0.08 	0.01
146 	0.41 	0.08 	0.00
147 	0.43 	0.08 	0.00
148 	0.44 	0.08 	0.01
149 	0.42 	0.07 	0.01
150 	0.43 	0.07 	0.01
151 	0.43 	0.08 	0.00
152 	0.41 	0.08 	0.01
153 	0.44 	0.08 	0.00
154 	0.43 	0.07 	0.01
155 	0.43 	0.08 	0.00
156 	0.43 	0.08 	0.00
157 	0.44 	0.08 	0.00
158 	0.43 	0.08 	0.00
159 	0.44 	0.08 	0.00
160 	0.45 	0.08 	0.01
161 	0.44 	0.08 	0.01
162 	0.43 	0.08 	0.00
163 	0.44 	0.08 	0.01
164 	0.43 	0.07 	0.01
165 	0.43 	0.07 	0.01
166 	0.43 	0.07 	0.01
167 	0.43 	0.07 	0.01
168 	0.43 	0.07 	0.01
169 	0.43 	0.07 	0.01
170 	0.43 	0.08 	0.00
171 	0.42 	0.08 	0.01
172 	0.44 	0.07 	0.01
173 	0.43 	0.07 	0.01
174 	0.42 	0.08 	0.01
175 	0.44 	0.09 	0.00
176 	0.43 	0.08 	0.00
177 	0.41 	0.08 	0.00
178 	0.44 	0.07 	0.01
179 	0.44 	0.08 	0.01
180 	0.42 	0.07 	0.01
181 	0.43 	0.08 	0.00
182 	0.44 	0.07 	0.01
183 	0.43 	0.08 	0.00
184 	0.45 	0.08 	0.00
185 	0.43 	0.08 	0.00
186 	0.43 	0.08 	0.00
187 	0.43 	0.07 	0.01
188 	0.44 	0.08 	0.01
189 	0.43 	0.08 	0.00
190 	0.43 	0.08 	0.00
191 	0.43 	0.07 	0.01
192 	0.44 	0.08 	0.01
193 	0.44 	0.07 	0.01
194 	0.43 	0.07 	0.01
195 	0.43 	0.07 	0.01
196 	0.41 	0.07 	0.00
197 	0.43 	0.07 	0.01
198 	0.44 	0.08 	0.01
199 	0.43 	0.07 	0.01
200 	0.48 	0.08 	0.01
201 	0.45 	0.08 	0.00
202 	0.43 	0.08 	0.00
203 	0.44 	0.08 	0.00
204 	0.44 	0.09 	0.00
205 	0.44 	0.08 	0.00
206 	0.44 	0.08 	0.00
207 	0.44 	0.07 	0.01
208 	0.44 	0.08 	0.01
209 	0.44 	0.08 	0.01
210 	0.44 	0.09 	0.00
211 	0.43 	0.07 	0.01
212 	0.44 	0.08 	0.00
213 	0.44 	0.08 	0.00
214 	0.43 	0.07 	0.01
215 	0.43 	0.07 	0.01
216 	0.43 	0.07 	0.01
217 	0.43 	0.07 	0.01
218 	0.42 	0.07 	0.01
219 	0.43 	0.08 	0.01
220 	0.43 	0.08 	0.00
221 	0.41 	0.09 	0.00
222 	0.43 	0.07 	0.01
223 	0.44 	0.08 	0.00
224 	0.41 	0.08 	0.01
225 	0.43 	0.07 	0.01
226 	0.44 	0.07 	0.01
227 	0.42 	0.08 	0.00
228 	0.44 	0.08 	0.00
229 	0.43 	0.08 	0.00
230 	0.43 	0.08 	0.00
231 	0.43 	0.07 	0.01
232 	0.44 	0.08 	0.00
233 	0.44 	0.08 	0.01
234 	0.44 	0.08 	0.00
235 	0.43 	0.08 	0.00
236 	0.44 	0.09 	0.00
237 	0.43 	0.07 	0.01
238 	0.44 	0.08 	0.00
239 	0.43 	0.08 	0.00
240 	0.43 	0.07 	0.01
241 	0.43 	0.08 	0.01
242 	0.43 	0.08 	0.00
243 	0.43 	0.08 	0.00
244 	0.43 	0.08 	0.00
