1 	0.46 	0.07 	0.01
2 	0.46 	0.07 	0.01
3 	0.44 	0.08 	0.00
4 	0.46 	0.08 	0.00
5 	0.45 	0.08 	0.00
6 	0.46 	0.08 	0.00
7 	0.46 	0.07 	0.01
8 	0.46 	0.08 	0.01
9 	0.46 	0.08 	0.00
10 	0.46 	0.07 	0.02
11 	0.45 	0.08 	0.00
12 	0.45 	0.07 	0.01
13 	0.46 	0.08 	0.01
14 	0.46 	0.08 	0.00
15 	0.46 	0.08 	0.00
16 	0.46 	0.09 	0.00
17 	0.46 	0.08 	0.01
18 	0.46 	0.07 	0.01
19 	0.45 	0.08 	0.00
20 	0.46 	0.08 	0.00
21 	0.46 	0.09 	0.01
22 	0.46 	0.07 	0.01
23 	0.46 	0.08 	0.00
24 	0.46 	0.08 	0.00
25 	0.46 	0.08 	0.00
26 	0.45 	0.08 	0.01
27 	0.46 	0.08 	0.01
28 	0.46 	0.08 	0.00
29 	0.46 	0.07 	0.01
30 	0.44 	0.08 	0.00
31 	0.46 	0.08 	0.00
32 	0.46 	0.07 	0.01
33 	0.46 	0.08 	0.00
34 	0.47 	0.08 	0.01
35 	0.44 	0.08 	0.00
36 	0.46 	0.08 	0.00
37 	0.46 	0.08 	0.00
38 	0.46 	0.08 	0.00
39 	0.46 	0.08 	0.00
40 	0.47 	0.08 	0.00
41 	0.46 	0.08 	0.00
42 	0.45 	0.08 	0.00
43 	0.47 	0.07 	0.02
44 	0.44 	0.08 	0.00
45 	0.44 	0.08 	0.00
46 	0.46 	0.08 	0.00
47 	0.46 	0.07 	0.01
48 	0.46 	0.08 	0.00
49 	0.45 	0.08 	0.00
50 	0.46 	0.08 	0.01
51 	0.45 	0.07 	0.01
52 	0.46 	0.07 	0.01
53 	0.45 	0.08 	0.00
54 	0.46 	0.08 	0.01
55 	0.46 	0.08 	0.00
56 	0.45 	0.08 	0.00
57 	0.46 	0.08 	0.00
58 	0.45 	0.08 	0.00
59 	0.45 	0.07 	0.01
60 	0.46 	0.08 	0.00
61 	0.46 	0.07 	0.01
62 	0.45 	0.08 	0.00
63 	0.46 	0.08 	0.00
64 	0.47 	0.08 	0.01
65 	0.46 	0.08 	0.00
66 	0.47 	0.08 	0.01
67 	0.44 	0.08 	0.00
68 	0.46 	0.08 	0.00
69 	0.46 	0.07 	0.01
70 	0.46 	0.08 	0.00
71 	0.45 	0.09 	0.00
72 	0.46 	0.08 	0.00
73 	0.46 	0.08 	0.00
74 	0.46 	0.08 	0.00
75 	0.45 	0.08 	0.00
76 	0.44 	0.08 	0.00
77 	0.46 	0.08 	0.00
78 	0.46 	0.07 	0.01
79 	0.47 	0.08 	0.01
80 	0.46 	0.08 	0.00
81 	0.44 	0.08 	0.00
82 	0.46 	0.08 	0.01
83 	0.46 	0.08 	0.00
84 	0.45 	0.08 	0.00
85 	0.46 	0.08 	0.01
86 	0.46 	0.07 	0.01
87 	0.46 	0.07 	0.01
88 	0.45 	0.07 	0.00
89 	0.45 	0.08 	0.00
90 	0.45 	0.08 	0.01
91 	0.46 	0.08 	0.00
92 	0.46 	0.08 	0.00
93 	0.46 	0.08 	0.00
94 	0.45 	0.08 	0.00
95 	0.46 	0.08 	0.01
96 	0.46 	0.08 	0.01
97 	0.45 	0.08 	0.01
98 	0.47 	0.08 	0.00
99 	0.44 	0.08 	0.00
100 	0.45 	0.07 	0.01
101 	0.45 	0.07 	0.00
102 	0.45 	0.07 	0.01
103 	0.46 	0.07 	0.01
104 	0.44 	0.07 	0.01
105 	0.46 	0.08 	0.00
106 	0.46 	0.07 	0.01
107 	0.46 	0.08 	0.00
108 	0.44 	0.07 	0.01
109 	0.46 	0.07 	0.01
110 	0.43 	0.07 	0.01
111 	0.45 	0.06 	0.02
112 	0.46 	0.08 	0.01
113 	0.46 	0.07 	0.01
114 	0.45 	0.08 	0.00
115 	0.45 	0.07 	0.01
116 	0.46 	0.07 	0.01
117 	0.44 	0.07 	0.01
118 	0.46 	0.08 	0.00
119 	0.46 	0.08 	0.00
120 	0.46 	0.08 	0.00
121 	0.46 	0.07 	0.01
122 	0.45 	0.07 	0.01
123 	0.45 	0.08 	0.00
124 	0.47 	0.07 	0.01
125 	0.45 	0.06 	0.02
126 	0.45 	0.08 	0.01
127 	0.46 	0.08 	0.00
128 	0.46 	0.09 	0.00
129 	0.47 	0.08 	0.00
130 	0.46 	0.07 	0.01
131 	0.46 	0.08 	0.01
132 	0.46 	0.08 	0.00
133 	0.46 	0.08 	0.00
134 	0.46 	0.08 	0.00
135 	0.44 	0.08 	0.01
136 	0.45 	0.08 	0.00
137 	0.47 	0.08 	0.00
138 	0.45 	0.08 	0.00
139 	0.46 	0.08 	0.00
140 	0.43 	0.08 	0.00
141 	0.45 	0.08 	0.00
142 	0.47 	0.08 	0.01
143 	0.46 	0.08 	0.00
144 	0.46 	0.07 	0.01
145 	0.46 	0.08 	0.01
146 	0.45 	0.07 	0.01
147 	0.46 	0.08 	0.00
148 	0.45 	0.08 	0.00
149 	0.44 	0.08 	0.00
150 	0.46 	0.08 	0.01
151 	0.46 	0.07 	0.01
152 	0.46 	0.08 	0.00
153 	0.45 	0.08 	0.01
154 	0.44 	0.08 	0.00
155 	0.46 	0.07 	0.01
156 	0.46 	0.08 	0.00
157 	0.46 	0.07 	0.01
158 	0.45 	0.07 	0.01
159 	0.45 	0.08 	0.00
160 	0.45 	0.07 	0.01
161 	0.46 	0.08 	0.00
162 	0.45 	0.07 	0.01
163 	0.44 	0.08 	0.00
164 	0.46 	0.08 	0.00
165 	0.46 	0.07 	0.01
166 	0.47 	0.08 	0.00
167 	0.45 	0.07 	0.01
168 	0.45 	0.08 	0.00
169 	0.46 	0.08 	0.00
170 	0.46 	0.07 	0.01
171 	0.47 	0.08 	0.00
172 	0.44 	0.08 	0.00
173 	0.46 	0.08 	0.00
174 	0.45 	0.07 	0.01
175 	0.47 	0.08 	0.00
176 	0.47 	0.08 	0.01
177 	0.46 	0.09 	0.00
178 	0.46 	0.08 	0.01
179 	0.46 	0.08 	0.01
180 	0.46 	0.08 	0.00
181 	0.46 	0.08 	0.00
182 	0.45 	0.08 	0.00
183 	0.46 	0.08 	0.00
184 	0.55 	0.07 	0.01
185 	0.45 	0.07 	0.01
186 	0.45 	0.08 	0.00
187 	0.45 	0.08 	0.00
188 	0.46 	0.08 	0.00
189 	0.47 	0.08 	0.00
190 	0.44 	0.09 	0.00
191 	0.46 	0.08 	0.00
192 	0.46 	0.08 	0.00
193 	0.45 	0.08 	0.00
194 	0.46 	0.08 	0.00
195 	0.44 	0.07 	0.00
196 	0.46 	0.07 	0.01
197 	0.45 	0.08 	0.00
198 	0.45 	0.08 	0.00
199 	0.46 	0.07 	0.01
200 	0.45 	0.08 	0.00
201 	0.46 	0.08 	0.00
202 	0.46 	0.08 	0.00
203 	0.46 	0.08 	0.00
204 	0.45 	0.09 	0.00
205 	0.46 	0.08 	0.00
206 	0.46 	0.08 	0.01
207 	0.47 	0.08 	0.00
208 	0.46 	0.07 	0.01
209 	0.46 	0.07 	0.02
210 	0.46 	0.08 	0.00
211 	0.45 	0.07 	0.01
212 	0.46 	0.07 	0.00
213 	0.45 	0.07 	0.01
214 	0.45 	0.08 	0.00
215 	0.47 	0.08 	0.01
216 	0.45 	0.08 	0.00
217 	0.46 	0.08 	0.00
218 	0.44 	0.08 	0.00
219 	0.45 	0.08 	0.00
220 	0.50 	0.08 	0.00
221 	0.50 	0.07 	0.01
222 	0.50 	0.08 	0.00
223 	0.50 	0.08 	0.00
224 	0.50 	0.07 	0.02
225 	0.48 	0.07 	0.01
226 	0.46 	0.09 	0.00
227 	0.46 	0.08 	0.01
228 	0.47 	0.08 	0.00
229 	0.46 	0.07 	0.01
230 	0.46 	0.08 	0.01
231 	0.45 	0.07 	0.01
232 	0.46 	0.08 	0.00
233 	0.45 	0.08 	0.00
234 	0.47 	0.08 	0.00
235 	0.46 	0.08 	0.00
236 	0.45 	0.07 	0.02
237 	0.46 	0.08 	0.00
238 	0.46 	0.07 	0.01
239 	0.46 	0.08 	0.00
240 	0.45 	0.08 	0.00
241 	0.46 	0.07 	0.01
242 	0.46 	0.07 	0.01
243 	0.46 	0.07 	0.02
244 	0.46 	0.08 	0.01
245 	0.45 	0.08 	0.00
246 	0.45 	0.08 	0.00
247 	0.46 	0.07 	0.01
248 	0.46 	0.08 	0.00
249 	0.45 	0.08 	0.00
250 	0.45 	0.08 	0.00
251 	0.46 	0.08 	0.00
252 	0.45 	0.08 	0.00
253 	0.45 	0.07 	0.00
254 	0.45 	0.08 	0.00
255 	0.46 	0.08 	0.00
256 	0.46 	0.08 	0.00
257 	0.45 	0.07 	0.01
258 	0.46 	0.07 	0.00
259 	0.44 	0.08 	0.00
260 	0.47 	0.08 	0.00
261 	0.46 	0.08 	0.01
262 	0.46 	0.08 	0.01
263 	0.45 	0.08 	0.00
264 	0.46 	0.08 	0.00
265 	0.45 	0.08 	0.00
266 	0.46 	0.08 	0.00
267 	0.47 	0.08 	0.00
268 	0.44 	0.08 	0.00
269 	0.46 	0.08 	0.01
270 	0.45 	0.08 	0.01
271 	0.46 	0.08 	0.00
272 	0.45 	0.08 	0.00
273 	0.46 	0.08 	0.01
274 	0.46 	0.07 	0.01
275 	0.46 	0.07 	0.01
276 	0.46 	0.07 	0.01
277 	0.44 	0.07 	0.01
278 	0.45 	0.08 	0.01
279 	0.46 	0.08 	0.00
280 	0.46 	0.08 	0.00
281 	0.46 	0.08 	0.00
282 	0.45 	0.08 	0.01
283 	0.45 	0.08 	0.00
284 	0.46 	0.07 	0.01
285 	0.46 	0.08 	0.00
286 	0.46 	0.08 	0.01
287 	0.46 	0.08 	0.00
288 	0.45 	0.08 	0.00
289 	0.46 	0.08 	0.01
290 	0.46 	0.07 	0.01
