1 	0.44 	0.08 	0.00
2 	0.42 	0.08 	0.00
3 	0.41 	0.09 	0.00
4 	0.44 	0.08 	0.00
5 	0.43 	0.08 	0.00
6 	0.42 	0.08 	0.00
7 	0.42 	0.08 	0.00
8 	0.41 	0.08 	0.01
9 	0.42 	0.08 	0.00
10 	0.43 	0.08 	0.00
11 	0.42 	0.07 	0.01
12 	0.44 	0.08 	0.00
13 	0.41 	0.07 	0.01
14 	0.42 	0.08 	0.00
15 	0.43 	0.08 	0.01
16 	0.42 	0.08 	0.00
17 	0.42 	0.08 	0.00
18 	0.41 	0.07 	0.01
19 	0.43 	0.08 	0.00
20 	0.42 	0.07 	0.01
21 	0.43 	0.08 	0.01
22 	0.43 	0.08 	0.00
23 	0.40 	0.08 	0.00
24 	0.45 	0.08 	0.01
25 	0.47 	0.08 	0.00
26 	0.47 	0.09 	0.00
27 	0.48 	0.08 	0.00
28 	0.45 	0.08 	0.01
29 	0.46 	0.07 	0.02
30 	0.43 	0.07 	0.01
31 	0.43 	0.08 	0.01
32 	0.42 	0.07 	0.01
33 	0.43 	0.09 	0.00
34 	0.44 	0.08 	0.01
35 	0.43 	0.07 	0.01
36 	0.42 	0.08 	0.00
37 	0.43 	0.08 	0.00
38 	0.42 	0.08 	0.00
39 	0.43 	0.08 	0.00
40 	0.42 	0.08 	0.00
41 	0.43 	0.08 	0.00
42 	0.43 	0.07 	0.01
43 	0.42 	0.08 	0.00
44 	0.43 	0.08 	0.00
45 	0.43 	0.08 	0.00
46 	0.43 	0.09 	0.00
47 	0.41 	0.08 	0.00
48 	0.44 	0.08 	0.01
49 	0.43 	0.08 	0.01
50 	0.42 	0.08 	0.00
51 	0.43 	0.08 	0.00
52 	0.42 	0.09 	0.00
53 	0.42 	0.08 	0.00
54 	0.42 	0.07 	0.02
55 	0.43 	0.08 	0.01
56 	0.44 	0.09 	0.00
57 	0.41 	0.08 	0.01
58 	0.43 	0.08 	0.01
59 	0.43 	0.07 	0.01
60 	0.43 	0.09 	0.00
61 	0.43 	0.07 	0.01
62 	0.42 	0.08 	0.00
63 	0.43 	0.08 	0.00
64 	0.42 	0.08 	0.00
65 	0.42 	0.08 	0.00
66 	0.43 	0.08 	0.00
67 	0.41 	0.07 	0.01
68 	0.44 	0.10 	0.00
69 	0.43 	0.07 	0.01
70 	0.44 	0.08 	0.01
71 	0.42 	0.08 	0.00
72 	0.40 	0.07 	0.01
73 	0.43 	0.08 	0.01
74 	0.43 	0.08 	0.01
75 	0.43 	0.08 	0.00
76 	0.44 	0.08 	0.01
77 	0.41 	0.08 	0.00
78 	0.42 	0.08 	0.00
79 	0.42 	0.07 	0.01
80 	0.42 	0.07 	0.00
81 	0.43 	0.07 	0.01
82 	0.41 	0.08 	0.00
83 	0.43 	0.07 	0.01
84 	0.44 	0.08 	0.01
85 	0.42 	0.08 	0.01
86 	0.42 	0.07 	0.01
87 	0.42 	0.08 	0.01
88 	0.43 	0.08 	0.01
89 	0.43 	0.08 	0.01
90 	0.44 	0.08 	0.01
91 	0.43 	0.08 	0.01
92 	0.41 	0.08 	0.01
93 	0.42 	0.08 	0.01
94 	0.43 	0.08 	0.01
95 	0.43 	0.08 	0.00
96 	0.43 	0.09 	0.00
97 	0.41 	0.08 	0.00
98 	0.43 	0.09 	0.00
