1 	0.45
2 	0.44
3 	0.46
4 	0.45
5 	0.46
6 	0.46
7 	0.44
8 	0.45
9 	0.46
10 	0.45
11 	0.45
12 	0.44
13 	0.45
14 	0.46
15 	0.44
16 	0.46
17 	0.46
18 	0.42
19 	0.46
20 	0.45
21 	0.45
22 	0.45
23 	0.45
24 	0.46
25 	0.45
26 	0.46
27 	0.45
28 	0.44
29 	0.44
30 	0.45
31 	0.44
32 	0.46
33 	0.46
34 	0.44
35 	0.46
36 	0.46
37 	0.47
38 	0.46
39 	0.45
40 	0.44
41 	0.46
42 	0.46
43 	0.46
44 	0.46
45 	0.46
46 	0.45
47 	0.44
48 	0.46
49 	0.46
50 	0.45
51 	0.45
52 	0.46
53 	0.44
54 	0.44
55 	0.45
56 	0.46
57 	0.45
58 	0.45
59 	0.45
60 	0.46
61 	0.45
62 	0.43
63 	0.46
64 	0.45
65 	0.46
66 	0.44
67 	0.46
68 	0.45
69 	0.47
70 	0.49
71 	0.46
72 	0.43
73 	0.44
74 	0.46
75 	0.44
76 	0.45
77 	0.45
78 	0.45
79 	0.45
80 	0.45
81 	0.46
82 	0.45
83 	0.46
84 	0.43
85 	0.45
86 	0.46
87 	0.45
88 	0.44
89 	0.45
90 	0.45
91 	0.44
92 	0.46
93 	0.46
94 	0.43
95 	0.44
96 	0.45
97 	0.45
98 	0.45
99 	0.42
100 	0.45
101 	0.44
102 	0.46
103 	0.44
104 	0.43
105 	0.46
106 	0.44
107 	0.45
108 	0.45
109 	0.46
110 	0.44
111 	0.46
112 	0.46
113 	0.46
114 	0.45
115 	0.46
116 	0.47
117 	0.44
118 	0.47
119 	0.45
120 	0.45
121 	0.45
122 	0.46
123 	0.44
124 	0.45
125 	0.45
126 	0.46
127 	0.45
128 	0.46
129 	0.45
130 	0.46
131 	0.45
132 	0.46
133 	0.44
134 	0.46
135 	0.46
136 	0.43
137 	0.46
138 	0.46
139 	0.43
140 	0.45
141 	0.45
142 	0.45
143 	0.45
144 	0.46
145 	0.45
146 	0.45
147 	0.44
148 	0.45
149 	0.45
150 	0.43
151 	0.50
152 	0.48
153 	0.47
154 	0.45
155 	0.45
156 	0.47
157 	0.46
158 	0.46
159 	0.47
160 	0.46
161 	0.44
162 	0.45
163 	0.46
164 	0.45
165 	0.45
166 	0.45
167 	0.46
168 	0.44
169 	0.46
170 	0.42
171 	0.47
172 	0.43
173 	0.45
174 	0.45
175 	0.44
176 	0.46
177 	0.45
178 	0.43
179 	0.46
180 	0.44
181 	0.44
182 	0.45
183 	0.45
184 	0.45
185 	0.53
186 	0.46
187 	0.44
188 	0.46
189 	0.46
190 	0.46
191 	0.44
192 	0.45
193 	0.46
194 	0.44
195 	0.45
196 	0.46
197 	0.45
198 	0.46
199 	0.45
200 	0.46
201 	0.45
202 	0.45
203 	0.45
204 	0.45
205 	0.45
206 	0.45
207 	0.44
208 	0.46
209 	0.45
210 	0.44
211 	0.45
212 	0.45
213 	0.43
214 	0.46
215 	0.45
216 	0.44
217 	0.45
218 	0.45
219 	0.45
220 	0.45
221 	0.46
222 	0.45
223 	0.45
224 	0.44
225 	0.46
226 	0.44
227 	0.46
228 	0.46
229 	0.44
230 	0.46
231 	0.45
232 	0.45
233 	0.46
234 	0.50
235 	0.46
236 	0.46
237 	0.46
238 	0.44
239 	0.46
240 	0.46
241 	0.44
242 	0.45
243 	0.45
244 	0.46
245 	0.45
246 	0.44
247 	0.46
248 	0.46
249 	0.43
250 	0.46
251 	0.46
252 	0.44
253 	0.46
254 	0.45
255 	0.45
256 	0.45
257 	0.44
258 	0.47
259 	0.45
260 	0.45
261 	0.45
262 	0.45
263 	0.46
264 	0.46
265 	0.43
266 	0.46
267 	0.46
268 	0.43
269 	0.45
270 	0.46
271 	0.44
272 	0.46
273 	0.46
274 	0.46
275 	0.45
276 	0.46
277 	0.46
278 	0.45
279 	0.44
280 	0.45
281 	0.45
282 	0.45
283 	0.46
284 	0.44
285 	0.45
286 	0.45
287 	0.44
288 	0.46
289 	0.45
290 	0.44
291 	0.45
292 	0.46
293 	0.46
294 	0.45
295 	0.47
296 	0.47
297 	0.44
298 	0.45
299 	0.46
300 	0.44
301 	0.44
302 	0.46
303 	0.44
304 	0.46
305 	0.46
306 	0.45
307 	0.46
308 	0.46
309 	0.45
310 	0.45
311 	0.46
312 	0.43
313 	0.44
314 	0.45
315 	0.45
316 	0.49
317 	0.48
318 	0.47
319 	0.45
320 	0.45
321 	0.45
322 	0.45
323 	0.42
324 	0.45
325 	0.46
326 	0.43
327 	0.45
328 	0.46
329 	0.45
330 	0.46
331 	0.45
332 	0.46
333 	0.46
334 	0.45
335 	0.45
336 	0.45
337 	0.45
338 	0.46
339 	0.43
340 	0.46
341 	0.46
342 	0.44
343 	0.46
344 	0.45
345 	0.44
346 	0.46
347 	0.46
348 	0.46
349 	0.45
350 	0.46
351 	0.45
352 	0.46
353 	0.46
354 	0.45
355 	0.45
356 	0.44
357 	0.46
358 	0.43
359 	0.46
360 	0.46
361 	0.43
362 	0.46
363 	0.45
364 	0.45
365 	0.45
366 	0.46
367 	0.45
368 	0.45
369 	0.46
370 	0.45
371 	0.46
372 	0.45
373 	0.46
374 	0.45
375 	0.45
376 	0.45
377 	0.44
378 	0.44
379 	0.45
380 	0.44
381 	0.45
382 	0.46
383 	0.45
384 	0.45
385 	0.45
386 	0.45
387 	0.45
388 	0.47
389 	0.43
390 	0.44
391 	0.45
392 	0.46
393 	0.43
394 	0.45
395 	0.46
396 	0.43
397 	0.44
398 	0.48
399 	0.48
400 	0.45
401 	0.47
402 	0.46
403 	0.45
404 	0.46
405 	0.45
406 	0.46
407 	0.47
408 	0.46
409 	0.44
410 	0.47
411 	0.44
412 	0.43
413 	0.45
414 	0.45
415 	0.44
416 	0.46
417 	0.46
418 	0.44
419 	0.45
420 	0.46
421 	0.45
422 	0.44
423 	0.45
424 	0.46
425 	0.45
426 	0.46
427 	0.46
428 	0.44
429 	0.45
430 	0.44
431 	0.44
432 	0.45
433 	0.44
434 	0.44
435 	0.46
436 	0.45
437 	0.44
438 	0.46
439 	0.46
440 	0.44
441 	0.45
442 	0.46
443 	0.46
444 	0.45
445 	0.45
446 	0.45
447 	0.46
448 	0.45
449 	0.46
450 	0.44
451 	0.46
452 	0.45
453 	0.43
454 	0.46
455 	0.43
456 	0.46
457 	0.46
458 	0.46
459 	0.46
460 	0.44
461 	0.46
462 	0.45
463 	0.42
464 	0.45
465 	0.45
466 	0.44
467 	0.45
468 	0.45
469 	0.46
470 	0.46
471 	0.46
472 	0.46
473 	0.44
474 	0.44
475 	0.46
476 	0.44
477 	0.46
478 	0.45
479 	0.44
480 	0.50
481 	0.50
482 	0.46
483 	0.47
484 	0.46
485 	0.44
486 	0.45
487 	0.45
488 	0.45
489 	0.44
490 	0.45
491 	0.45
492 	0.44
493 	0.46
494 	0.46
495 	0.44
496 	0.44
497 	0.46
498 	0.46
499 	0.45
500 	0.45
501 	0.45
502 	0.45
503 	0.46
504 	0.45
505 	0.44
506 	0.46
507 	0.44
508 	0.44
509 	0.46
510 	0.45
511 	0.45
512 	0.46
513 	0.47
514 	0.55
515 	0.46
516 	0.45
517 	0.45
518 	0.44
519 	0.45
520 	0.46
521 	0.42
522 	0.46
523 	0.45
524 	0.44
525 	0.45
526 	0.44
527 	0.45
528 	0.45
529 	0.45
530 	0.46
531 	0.44
532 	0.45
533 	0.45
534 	0.44
535 	0.46
536 	0.47
537 	0.44
538 	0.45
539 	0.46
540 	0.43
541 	0.45
542 	0.45
543 	0.46
544 	0.46
545 	0.45
546 	0.46
547 	0.45
548 	0.46
549 	0.45
550 	0.45
551 	0.44
552 	0.46
553 	0.44
554 	0.45
555 	0.45
556 	0.45
557 	0.46
558 	0.46
559 	0.46
560 	0.45
561 	0.45
562 	0.47
563 	0.47
564 	0.47
565 	0.44
566 	0.45
567 	0.46
568 	0.45
569 	0.45
570 	0.46
571 	0.46
572 	0.45
573 	0.44
574 	0.45
575 	0.45
576 	0.45
577 	0.45
578 	0.45
579 	0.43
580 	0.46
581 	0.46
582 	0.45
583 	0.46
584 	0.44
585 	0.46
586 	0.45
587 	0.45
588 	0.45
589 	0.45
590 	0.45
591 	0.45
592 	0.44
593 	0.46
594 	0.46
595 	0.43
596 	0.45
597 	0.45
598 	0.46
599 	0.45
600 	0.45
601 	0.45
602 	0.45
603 	0.46
604 	0.46
605 	0.46
606 	0.44
607 	0.46
608 	0.45
609 	0.46
610 	0.46
611 	0.44
612 	0.46
613 	0.46
614 	0.45
615 	0.45
616 	0.45
617 	0.47
618 	0.46
619 	0.46
620 	0.46
621 	0.44
622 	0.46
623 	0.45
624 	0.44
625 	0.45
626 	0.46
627 	0.45
628 	0.44
629 	0.45
630 	0.46
631 	0.46
632 	0.45
633 	0.46
634 	0.45
635 	0.46
636 	0.46
637 	0.44
638 	0.45
639 	0.44
640 	0.44
641 	0.46
642 	0.45
643 	0.44
644 	0.45
